project_main_language,pr_url,pr_source_commit,pr_target_commit,pr_change_line_count,pr_category,is_ai_comment,note,path,side,source_model,from_line,to_line,category,context,label
C++,https://github.com/FreeCAD/FreeCAD/pull/20825,01241245a1d92a8db69fab0db4c2053b5e1227c1,870d7f5385af5d377994479ce6ad017465bdad3d,776,New Feature Additions,False,"Library merging logic lacks clarity in its implementation. The code combines external and local libraries with external taking precedence, but this behavior is not adequately documented or self-explanatory in the current implementation.",src/Mod/Material/App/ModelManager.cpp,right,,142,145,Maintainability and Readability,File Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/20825,01241245a1d92a8db69fab0db4c2053b5e1227c1,870d7f5385af5d377994479ce6ad017465bdad3d,776,New Feature Additions,True,"Using `std::map` to merge libraries will implicitly sort them by name. If the original list from `_localManager` preserved a specific order (e.g., creation order), that order will be lost here. Please confirm if this sorting behavior is intended.
",src/Mod/Material/App/ModelManager.cpp,right,Gemini-3-Pro,147,151,Code Defect,File Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/20825,01241245a1d92a8db69fab0db4c2053b5e1227c1,870d7f5385af5d377994479ce6ad017465bdad3d,776,New Feature Additions,False,Suggestion to optimize list creation with `reserve()` is invalid as `std::list` does not support the `reserve()` method. The proposed change would cause a compilation error since reserve is only available for sequence containers like `std::vector`.,src/Mod/Material/App/ModelManager.cpp,right,,148,151,Code Defect,Diff Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/20825,01241245a1d92a8db69fab0db4c2053b5e1227c1,870d7f5385af5d377994479ce6ad017465bdad3d,776,New Feature Additions,False,The void return type of `migrateToExternal` prevents error reporting; it should return a status code or boolean to indicate failure since critical operations like `createLibrary` and `migrateModel` may fail.,src/Mod/Material/App/ModelManager.cpp,right,,319,339,Code Defect,Diff Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/20825,01241245a1d92a8db69fab0db4c2053b5e1227c1,870d7f5385af5d377994479ce6ad017465bdad3d,776,New Feature Additions,True,"Range-based loop creates unnecessary copies of tuples. Prefer iterating by reference to avoid overhead.
",src/Mod/Material/App/ModelManager.cpp,right,Qwen-Coder-480B,326,326,Performance,Diff Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/20825,01241245a1d92a8db69fab0db4c2053b5e1227c1,870d7f5385af5d377994479ce6ad017465bdad3d,776,New Feature Additions,True,"Potential logic issue: isLocalLibrary method may not correctly handle cases where libraries exist in both managers. Consider if a library exists in both local and external, which one should take precedence?
",src/Mod/Material/App/ModelManager.h,right,Deepseek-V3.2,68,68,Code Defect,File Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/20825,01241245a1d92a8db69fab0db4c2053b5e1227c1,870d7f5385af5d377994479ce6ad017465bdad3d,776,New Feature Additions,True,Portability/compile issue: `std::isnan` requires `<cmath>` include. Relying on transitive includes can break builds on some compilers/platforms. Add `#include <cmath>` in this file.,src/Mod/Material/App/ModelManagerExternal.cpp,right,GPT-5.2,183,185,Maintainability and Readability,Repo Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/20825,01241245a1d92a8db69fab0db4c2053b5e1227c1,870d7f5385af5d377994479ce6ad017465bdad3d,776,New Feature Additions,True,"Potential ODR/build issue: DEFAULT_CACHE_SIZE is used in ModelManagerExternal.cpp for static member initialization (`_cache(DEFAULT_CACHE_SIZE)`). In the header it is declared as `static const int DEFAULT_CACHE_SIZE = 100;`. To avoid needing an out-of-class definition and to be unambiguous across standards/compilers, prefer `static constexpr int DEFAULT_CACHE_SIZE = 100;` (or `inline static constexpr int ...`).

```suggestion
    inline static constexpr int DEFAULT_CACHE_SIZE = 100;
```",src/Mod/Material/App/ModelManagerExternal.h,right,GPT-5.2,51,51,Code Defect,Repo Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/20825,01241245a1d92a8db69fab0db4c2053b5e1227c1,870d7f5385af5d377994479ce6ad017465bdad3d,776,New Feature Additions,True,"The `_mutex` is declared here but it appears it should be used to protect all accesses to `_cache` in the implementation. Please ensure that methods like `getModel`, `addModel`, `migrateModel`, and `resetCache` acquire this lock before accessing `_cache` to prevent race conditions, as `LRU::Cache` is typically not thread-safe.
",src/Mod/Material/App/ModelManagerExternal.h,right,Gemini-3-Pro,77,77,Code Defect,Repo Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/20825,01241245a1d92a8db69fab0db4c2053b5e1227c1,870d7f5385af5d377994479ce6ad017465bdad3d,776,New Feature Additions,False,The use of `reinterpret_cast` for returning `_libraryList` is unsafe and unnecessary; prefer direct return or `static_cast` for type-safe casting.,src/Mod/Material/App/ModelManagerLocal.cpp,right,,101,101,Code Defect,Diff Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/20825,01241245a1d92a8db69fab0db4c2053b5e1227c1,870d7f5385af5d377994479ce6ad017465bdad3d,776,New Feature Additions,True,"**Incorrect exception type**

Line 201 throws `MaterialNotFound()` but this should be `ModelNotFound()` since the function is searching for models, not materials. This appears to be corrected in the new code, which is good.

However, verify that all calling code expects `ModelNotFound` exception and not `MaterialNotFound`.",src/Mod/Material/App/ModelManagerLocal.cpp,right,Claude-Code/Claude-4.5-Sonnet,201,202,Code Defect,Diff Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/20825,01241245a1d92a8db69fab0db4c2053b5e1227c1,870d7f5385af5d377994479ce6ad017465bdad3d,776,New Feature Additions,True,"This condition always throws ModelNotFound for non-local libraries, even if the model exists elsewhere. Should either delegate to a generic handler or implement equivalent lookup for non-local cases.
",src/Mod/Material/App/ModelManagerLocal.cpp,right,Qwen-Coder-480B,202,202,Code Defect,Diff Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/20825,01241245a1d92a8db69fab0db4c2053b5e1227c1,870d7f5385af5d377994479ce6ad017465bdad3d,776,New Feature Additions,True,"**Type safety concern**: Same issue as above - since `_libraryList` contains only `ModelLibraryLocal` pointers, the `isLocal()` check and cast are unnecessary. The code can be simplified since all libraries in the list are guaranteed to be local.
",src/Mod/Material/App/ModelManagerLocal.cpp,right,Claude-Code/Claude-4.5-Sonnet,209,214,Maintainability and Readability,Diff Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/20825,01241245a1d92a8db69fab0db4c2053b5e1227c1,870d7f5385af5d377994479ce6ad017465bdad3d,776,New Feature Additions,True,"Changing `_libraryList` element type from `ModelLibrary` to `ModelLibraryLocal` can break API/ABI consistency if other declarations/definitions (e.g., `getLibraries()` return type) still use `std::list<std::shared_ptr<ModelLibrary>>`. Ensure the public API types are updated consistently to avoid needing unsafe casts (e.g., reinterpret_cast) and to prevent type-mismatch compilation errors.

```suggestion
    // Consider keeping the container typed to the base class to avoid casts across the API boundary:
    // static std::shared_ptr<std::list<std::shared_ptr<ModelLibrary>>> _libraryList;
```",src/Mod/Material/App/ModelManagerLocal.h,right,GPT-5.2,80,80,Code Defect,Repo Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/19977,b59cd794274c8c007b2ef16c3a06fecf30c0aef1,39c5968bdc6c0b20d94d4a629cd43eafee1e56d0,306,"Code Style, Linting, Formatting Fixes",False,"Inconsistent namespace usage: `InterpreterSingleton::addType` lacks the required `Base::` qualifier while type arguments (e.g., `Base::VectorPy::Type`) retain it, violating namespace consistency standards.",src/App/Application.cpp,right,,305,305,Maintainability and Readability,File Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/19977,b59cd794274c8c007b2ef16c3a06fecf30c0aef1,39c5968bdc6c0b20d94d4a629cd43eafee1e56d0,306,"Code Style, Linting, Formatting Fixes",True,"Reserving capacity before loop can prevent multiple reallocations.
",src/App/Application.cpp,right,Qwen-Coder-480B,1382,1382,Performance,File Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/19977,b59cd794274c8c007b2ef16c3a06fecf30c0aef1,39c5968bdc6c0b20d94d4a629cd43eafee1e56d0,306,"Code Style, Linting, Formatting Fixes",True,"This condition can be simplified since comparing against ""Cmd"" directly expresses intent clearer.
",src/App/Application.cpp,right,Qwen-Coder-480B,2673,2673,Maintainability and Readability,File Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/20156,382720b82e4c6c81f7e1cdd3a33272047d7a3642,699b45c086f53858897aa8c688bbedaf570c644f,56,"Code Style, Linting, Formatting Fixes",True,"Lambda capture was changed from `[this, name, item]` to `[this, item]`. If this was to fix an unused-capture warning, it’s fine. However, please confirm `name` is not needed for correctness (e.g., if `item->text(0)` can change later due to UI edits/renames). If the intent is to use the original `name` passed into `addTreeNode`, consider capturing a stable copy like `const std::string packName = name;` and using that in the slot instead of reading from the widget at click time.",src/Gui/Dialogs/DlgPreferencePackManagementImp.cpp,right,GPT-5.2,129,131,Code Defect,File Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/20156,382720b82e4c6c81f7e1cdd3a33272047d7a3642,699b45c086f53858897aa8c688bbedaf570c644f,56,"Code Style, Linting, Formatting Fixes",True,"Adding a 'default: break;' statement here may obscure the intent. Since the function ultimately returns 'dimType', consider removing this redundant default case to enhance clarity.
",src/Mod/TechDraw/Gui/DimensionValidators.cpp,right,Qwen-Coder-480B,747,748,Maintainability and Readability,File Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/19426,f001b8a10ac2206458f7db457a45c9b2853e7bff,e59692501d1a08e7306189fed5c31b02553f7746,725,New Feature Additions,True,"**Bug: Incorrect function used for double conversion**

The `valueFromLine<double>` specialization uses `std::strtof` which returns a `float`, not a `double`. This will cause precision loss when parsing double values from the FRD file.

**Fix:**

```suggestion
void valueFromLine<double>(const std::string_view::iterator& it, int digits, double& value)
{
    std::string_view sub(&*it, digits);
    value = std::strtod(sub.data(), nullptr);
}
```",src/Mod/Fem/App/FemVTKTools.cpp,right,Claude-Code/Claude-4.5-Sonnet,78,78,Code Defect,File Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/19426,f001b8a10ac2206458f7db457a45c9b2853e7bff,e59692501d1a08e7306189fed5c31b02553f7746,725,New Feature Additions,True,"**Bug: Incorrect loop counter increment after exception**

When a node is not found in `mapNodes` (line 465), an exception is caught and a warning is printed, but then `countNodes` is still incremented at line 505. This means invalid nodes are counted toward the total, which can cause the loop to terminate before all valid nodes are processed.

**Issue:** If the file contains `numNodes` valid nodes but also has some invalid node references, the loop will exit early, leaving some valid nodes unprocessed.

**Fix:**
The `++countNodes` increment should only happen for successfully processed nodes. Move it inside the try block or restructure the logic to only count valid nodes.

```
Fix [src/Mod/Fem/App/FemVTKTools.cpp:465]: Move the countNodes increment to only occur when a node is successfully processed. Either place it at the end of the try block before the catch, or add a success flag to track whether the node was valid.
```",src/Mod/Fem/App/FemVTKTools.cpp,right,Claude-Code/Claude-4.5-Sonnet,465,465,Code Defect,File Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/19426,f001b8a10ac2206458f7db457a45c9b2853e7bff,e59692501d1a08e7306189fed5c31b02553f7746,725,New Feature Additions,True,"**Bug: Using potentially invalid node ID after exception**

At line 517 (and line 508), the code uses `mapNodes.at(node)` to set tuple values. However, if an exception was caught at line 465 because `node` was invalid, the `node` variable still contains that invalid value. This will cause another `std::out_of_range` exception when trying to access `mapNodes.at(node)` here.

**Issue:** After catching the exception for an invalid node at line 465, the code should skip setting any tuple values for that node. Instead, it continues execution and tries to use the invalid `node` value at lines 508 and 517.

**Fix:**
```
Fix [src/Mod/Fem/App/FemVTKTools.cpp:465]: Wrap the tuple-setting code (lines 507-519) inside the try block, or add a flag to track whether the node was valid and skip the tuple-setting if it wasn't. The entire node processing block should either succeed completely or be skipped entirely.
```",src/Mod/Fem/App/FemVTKTools.cpp,right,Claude-Code/Claude-4.5-Sonnet,517,517,Code Defect,File Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/19426,f001b8a10ac2206458f7db457a45c9b2853e7bff,e59692501d1a08e7306189fed5c31b02553f7746,725,New Feature Additions,True,"If the string contains only spaces, this function will return 0, which might not be the intended behavior. Consider returning std::string_view::npos to indicate no non-blank characters were found.
",src/Mod/Fem/App/FemVTKTools.cpp,right,Qwen-Coder-480B,1072,1080,Code Defect,Diff Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/19426,f001b8a10ac2206458f7db457a45c9b2853e7bff,e59692501d1a08e7306189fed5c31b02553f7746,725,New Feature Additions,True,"Type safety issue: The generic template uses `std::strtol` which returns `long`, but assigns to type `T`. This assumes T is compatible with long. Consider using `std::from_chars` (when available) or adding static_assert to ensure T is an integral type, or provide explicit specializations for supported types (int, long, etc.).
",src/Mod/Fem/App/FemVTKTools.cpp,right,Claude-Code/Claude-4.5-Sonnet,1091,1096,Code Defect,Diff Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/19426,f001b8a10ac2206458f7db457a45c9b2853e7bff,e59692501d1a08e7306189fed5c31b02553f7746,725,New Feature Additions,True,"Unnecessary pointer dereference: &*it can be simplified to just it
",src/Mod/Fem/App/FemVTKTools.cpp,right,Deepseek-V3.2,1094,1094,Maintainability and Readability,Diff Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/19426,f001b8a10ac2206458f7db457a45c9b2853e7bff,e59692501d1a08e7306189fed5c31b02553f7746,725,New Feature Additions,True,"Using coords.data() directly in SetPoint may be unsafe if coords is empty or doesn't have enough elements. Also, consider using range-based loops for better readability.
",src/Mod/Fem/App/FemVTKTools.cpp,right,Qwen-Coder-480B,1255,1255,Code Defect,Diff Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/19426,f001b8a10ac2206458f7db457a45c9b2853e7bff,e59692501d1a08e7306189fed5c31b02553f7746,725,New Feature Additions,True,"The variables points, cells, and grid are declared at the beginning but only used in specific conditions. Consider declaring them closer to their first use to improve readability and reduce scope.
",src/Mod/Fem/App/FemVTKTools.cpp,right,Qwen-Coder-480B,1525,1532,Maintainability and Readability,Diff Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/19426,f001b8a10ac2206458f7db457a45c9b2853e7bff,e59692501d1a08e7306189fed5c31b02553f7746,725,New Feature Additions,True,"`readFRD`: when creating a new grid for a step/type, `grid->SetCells(cellTypes.data(), cells);` passes a raw pointer to a `std::vector<int>`’s internal buffer. Ensure VTK copies this data immediately; otherwise, future reallocation of `cellTypes` would invalidate the pointer. Safer: use `vtkUnsignedCharArray`/`vtkCellTypes` or `SetCells(vtkIdTypeArray*, vtkCellArray*)` patterns that VTK owns/copies, or keep `cellTypes` stable (no further modification) before calling `SetCells`.

Also, in the `grids.empty()` branch you call `multiBlock->SetBlock(0, grid)` without first setting `SetNumberOfBlocks(1)`; some VTK versions require the block count to be set or will not store the block as expected.",src/Mod/Fem/App/FemVTKTools.cpp,right,GPT-5.2,1561,1561,Code Defect,Diff Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/19426,f001b8a10ac2206458f7db457a45c9b2853e7bff,e59692501d1a08e7306189fed5c31b02553f7746,725,New Feature Additions,True,"The ifstream is opened manually but could benefit from RAII pattern. Consider using a wrapper or ensuring the file handle is properly managed in case of exceptions. Currently, if an exception occurs during readFRD, the ifstream destructor will close it, but the design could be clearer.",src/Mod/Fem/App/FemVTKTools.cpp,right,GLM-4.7,1600,1602,Maintainability and Readability,Diff Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/19426,f001b8a10ac2206458f7db457a45c9b2853e7bff,e59692501d1a08e7306189fed5c31b02553f7746,725,New Feature Additions,True,"After writing the file, it would be good practice to check if the operation was successful by verifying writer->GetErrorCode().
",src/Mod/Fem/App/FemVTKTools.cpp,right,Qwen-Coder-480B,1609,1611,Code Defect,Diff Level,0
C++,https://github.com/FreeCAD/FreeCAD/pull/19426,f001b8a10ac2206458f7db457a45c9b2853e7bff,e59692501d1a08e7306189fed5c31b02553f7746,725,New Feature Additions,True,"Potential data truncation: dataset name limited to 8 characters. Consider using dynamic length or ensure 8 chars is sufficient.
",src/Mod/Fem/App/FemVTKTools.h,right,Deepseek-V3.2,75,75,Code Defect,Repo Level,0
Go,https://github.com/microsoft/typescript-go/pull/1354,15def0236938e25ec7822755444f4d58c68045be,ae447d3b2a6db00072941e1992a09981b6096061,176,Code Refactoring / Architectural Improvement,True,"fmt.Fprintln always writes '\n'. If the rest of the code uses sys.NewLine() to control line endings, this introduces inconsistency. Prefer fmt.Fprint with sys.NewLine() (or explicitly write sys.NewLine()).",internal/execute/outputs.go,right,GPT-5.2,101,101,Code Defect,Repo Level,0
Go,https://github.com/microsoft/typescript-go/pull/1354,15def0236938e25ec7822755444f4d58c68045be,ae447d3b2a6db00072941e1992a09981b6096061,176,Code Refactoring / Architectural Improvement,True,"Hardcoding ""\n"" bypasses the System.NewLine() abstraction. If System.NewLine() is intended to normalize line endings per OS/host (e.g., ""\r\n"" on Windows) or per test harness, this change can cause inconsistent output formatting. Prefer using sys.NewLine() consistently here unless the output spec requires LF-only.

```suggestion
 header = append(header, message+sys.NewLine(), sys.NewLine())
```",internal/execute/outputs.go,right,GPT-5.2,147,147,Code Defect,Repo Level,0
Go,https://github.com/microsoft/typescript-go/pull/1354,15def0236938e25ec7822755444f4d58c68045be,ae447d3b2a6db00072941e1992a09981b6096061,176,Code Refactoring / Architectural Improvement,True,"Same issue: using ""\n"" directly makes output depend on LF regardless of System.NewLine(). Consider reverting to sys.NewLine() for portability/consistency across writers and golden tests.

```suggestion
   output = append(output, ""  "", example, sys.NewLine())
```",internal/execute/outputs.go,right,GPT-5.2,159,159,Code Defect,Repo Level,0
Go,https://github.com/microsoft/typescript-go/pull/1354,15def0236938e25ec7822755444f4d58c68045be,ae447d3b2a6db00072941e1992a09981b6096061,176,Code Refactoring / Architectural Improvement,True,"This comparison/append should use sys.NewLine() rather than ""\n"". Otherwise, on CRLF systems the condition may mis-detect the trailing blank line and output formatting may drift.

```suggestion
 nl := sys.NewLine()
 	if len(lines) < 2 || lines[len(lines)-2] != nl {
 		lines = append(lines, nl)
 	}
```",internal/execute/outputs.go,right,GPT-5.2,261,263,Code Defect,Repo Level,0
Go,https://github.com/microsoft/typescript-go/pull/1354,15def0236938e25ec7822755444f4d58c68045be,ae447d3b2a6db00072941e1992a09981b6096061,176,Code Refactoring / Architectural Improvement,True,"Potential behavior regression: hardcoding ""\n"" for format settings ignores sys.NewLine() (e.g., Windows CRLF). This may change formatting output/newline normalization unexpectedly. Consider keeping sys.NewLine() (or deriving newline from the input file/options) unless you intentionally want LF-only output.

```suggestion
 ctx := format.WithFormatCodeSettings(
 	context.Background(),
 	format.GetDefaultFormatCodeSettings(sys.NewLine()),
 	sys.NewLine(),
 )
```",internal/execute/tsc.go,right,GPT-5.2,66,66,Code Defect,Repo Level,0
Go,https://github.com/microsoft/typescript-go/pull/831,bc3195e0f2727d11a48ed9fc61f37a90c9b7deb4,b970689fe86e0b6ef4f5285b18343ddf16b294eb,933,Bug Fix,False,"The UpdateImportDeclaration method does not preserve the original node kind, causing JSImportDeclaration nodes to be incorrectly converted to ImportDeclaration nodes during updates.",internal/ast/ast.go,right,,4054,4054,Code Defect,Diff Level,0
Go,https://github.com/microsoft/typescript-go/pull/831,bc3195e0f2727d11a48ed9fc61f37a90c9b7deb4,b970689fe86e0b6ef4f5285b18343ddf16b294eb,933,Bug Fix,True,"Function comment mentions ExportDeclaration but implementation doesn't handle it. This could cause confusion for developers. Either update the comment to reflect the actual supported types or implement ExportDeclaration handling.
",internal/ast/utilities.go,right,Deepseek-V3.2,2365,2372,Maintainability and Readability,File Level,0
Go,https://github.com/microsoft/typescript-go/pull/1446,a9efe52c52001ea5b49d2ae8d7b0fa32ec8339f3,892b4a3f6b701352047ceb019fc0683ab1146bb3,80,Test Suite / CI Enhancements,True,"`manualOutputDir` is created but never used in this script. If the intent is to emit skipped tests into `../tests/manual`, current logic only skips generation and doesn't write there. Either remove this to avoid confusion, or add logic to generate/write manual tests into `manualOutputDir`.

If manual tests will be generated, remember to run gofumpt on that directory too (currently only `outputDir` is formatted).",internal/fourslash/_scripts/convertFourslash.mts,right,GPT-5.2,17,17,Maintainability and Readability,File Level,0
Go,https://github.com/microsoft/typescript-go/pull/1446,a9efe52c52001ea5b49d2ae8d7b0fa32ec8339f3,892b4a3f6b701352047ceb019fc0683ab1146bb3,80,Test Suite / CI Enhancements,True,"`if (testContent)` treats an empty string as ""no content"". If `generateGoTest` can validly return `""""` (unlikely but possible), this would incorrectly skip writing. Consider making the return type explicit (`string | undefined`) and checking `testContent != null` instead.",internal/fourslash/_scripts/convertFourslash.mts,right,GPT-5.2,75,79,Code Defect,File Level,0
Go,https://github.com/microsoft/typescript-go/pull/1446,a9efe52c52001ea5b49d2ae8d7b0fa32ec8339f3,892b4a3f6b701352047ceb019fc0683ab1146bb3,80,Test Suite / CI Enhancements,True,"There's a missing closing brace for the `if (testContent)` block on line 75. The code structure shows:
- Line 74: `if (testContent) {`
- Line 75-77: statements inside the if
- Line 78: standalone `}`
- Line 79: `}` (this closes the else-if from line 66)
- Line 80: `});` (this closes the forEach from line 55)

But there's no closing brace for the `if (testContent)` block. This will cause a syntax error. The fix:

```typescript
                if (testContent) {
                    const testPath = path.join(outputDir, `${test.name}_test.go`);
                    fs.writeFileSync(testPath, testContent, ""utf-8"");
                }
            }
        }
    });
}
```",internal/fourslash/_scripts/convertFourslash.mts,right,Claude-Code/Claude-4.5-Sonnet,75,75,Code Defect,File Level,0
Go,https://github.com/microsoft/typescript-go/pull/1446,a9efe52c52001ea5b49d2ae8d7b0fa32ec8339f3,892b4a3f6b701352047ceb019fc0683ab1146bb3,80,Test Suite / CI Enhancements,True,"Consider using kebab-case or camelCase for script names to maintain consistency. ""makemanual"" might be clearer as ""make-manual"" or ""makeManual"" depending on the project's naming convention.
",package.json,right,Qwen-Coder-480B,33,33,Maintainability and Readability,Diff Level,0
Go,https://github.com/microsoft/typescript-go/pull/691,da4e121142cd3f891785b573a194b9caaaa01d55,1a84d8d5705df98fd1e1f81d9d3115a7a203509d,92,Performance Optimizations,False,The DOM type name validation in `containerSeemsToBeEmptyDomElement` is overly verbose; replace the nested string prefix/suffix checks with a switch statement for fixed names (EventTarget/Node/Element) and `strings.CutPrefix`/`CutSuffix` for HTML*Element patterns to improve readability.,internal/checker/checker.go,right,,10836,10842,Maintainability and Readability,Diff Level,0
Go,https://github.com/microsoft/typescript-go/pull/691,da4e121142cd3f891785b573a194b9caaaa01d55,1a84d8d5705df98fd1e1f81d9d3115a7a203509d,92,Performance Optimizations,True,"`t.symbol.Name[4:len-7]` slices by byte indices but the loop ranges over runes. If names ever contain non-ASCII (unlikely, but possible in malformed inputs), indexing could cut mid-UTF8 sequence. Consider guarding with `len` in bytes is fine for ASCII-only checks, or explicitly operate on bytes. Also, the heuristic currently rejects digits/hyphens in the middle, which might be too strict for some DOM names (e.g., SVG*Element types). Verify this matches expected baseline behavior.",internal/checker/checker.go,right,GPT-5.2,10844,10852,Code Defect,Diff Level,0
Go,https://github.com/microsoft/typescript-go/pull/698,3a3ff237cf7ad91bcdb604271f6135762aed9365,100dbc5127e723c4108efc02a179d9aec5fce32a,829,Documentation Update,False,Unimplemented terminal width detection lacks `!!!` marker comment on `terminalWidth` declaration to indicate incomplete functionality.,internal/execute/outputs.go,right,,282,301,Maintainability and Readability,File Level,0
Go,https://github.com/microsoft/typescript-go/pull/698,3a3ff237cf7ad91bcdb604271f6135762aed9365,100dbc5127e723c4108efc02a179d9aec5fce32a,829,Documentation Update,False,The `formatDefaultValue` function fails to handle nil values alongside core.TSUnknown. The condition should check for both `nil` and `core.TSUnknown` to properly handle all cases of unknown default values.,internal/execute/outputs.go,right,,327,327,Code Defect,Repo Level,0
Go,https://github.com/microsoft/typescript-go/pull/698,3a3ff237cf7ad91bcdb604271f6135762aed9365,100dbc5127e723c4108efc02a179d9aec5fce32a,829,Documentation Update,True,"Missing import for ""fmt"" package. The code uses `fmt.Sprintf` but the ""fmt"" package is not imported in the file. This will cause a compilation error.

Add the following import:
```go
import ""fmt""
```",internal/execute/outputs.go,right,Claude-Code/Claude-4.5-Sonnet,335,335,Code Defect,File Level,0
Go,https://github.com/microsoft/typescript-go/pull/698,3a3ff237cf7ad91bcdb604271f6135762aed9365,100dbc5127e723c4108efc02a179d9aec5fce32a,829,Documentation Update,True,"Potential logical error here. The valueCandidates.possibleValues comes from getPossibleValues which returns string(option.Kind) for basic types (e.g. ""CommandLineOptionTypeString""). But this condition compares it to the literal string ""string"". These will never match, potentially causing unexpected behavior.
",internal/execute/outputs.go,right,Qwen-Coder-480B,354,358,Code Defect,Repo Level,0
Go,https://github.com/microsoft/typescript-go/pull/698,3a3ff237cf7ad91bcdb604271f6135762aed9365,100dbc5127e723c4108efc02a179d9aec5fce32a,829,Documentation Update,False,The `getValueCandidate` function contains a commented-out assertion for `CommandLineOptionTypeListOrElement` that should be implemented as a runtime check. Add a panic statement to handle this invalid option kind with a clear error message rather than leaving the assertion disabled.,internal/execute/outputs.go,right,,375,375,Code Defect,File Level,0
Go,https://github.com/microsoft/typescript-go/pull/698,3a3ff237cf7ad91bcdb604271f6135762aed9365,100dbc5127e723c4108efc02a179d9aec5fce32a,829,Documentation Update,False,"The test produces unexpected help output and exits with a non-success status.  
- Help output is printed when it should not occur  
- Exit status must be success (0) but currently fails",testdata/baselines/reference/tsc/commandLine/Parse-watch-interval-option.js,right,,1,1,Code Defect,Diff Level,0
Go,https://github.com/microsoft/typescript-go/pull/698,3a3ff237cf7ad91bcdb604271f6135762aed9365,100dbc5127e723c4108efc02a179d9aec5fce32a,829,Documentation Update,True,"Possible typo/inconsistency in the option value list: `es2017.intl` appears twice in the `--lib` list. If this is not exactly mirroring upstream `tsc --help` output, it may be an accidental duplication and could confuse readers. Please confirm against the actual `tsc --help` output for the target TypeScript version and remove the duplicate if unintended.",testdata/baselines/reference/tsc/commandLine/help.js,right,GPT-5.2,99,99,Maintainability and Readability,Diff Level,0
C#,https://github.com/PowerShell/PowerShell/pull/24910,2259f56c0786574cbde8624d031e778028352372,ec952ce3b70c87885ed756ffca2bec128f07c51b,23,Bug Fix,True,"`nestedModulesToFilterOut.Contains(moduleInfo)` relies on `PSModuleInfo` reference equality. If the module objects coming from `psObjects` are not the same instances as those in `curModule.NestedModules`, the filter won’t work (or may behave inconsistently). Consider filtering by a stable identity (e.g., `moduleInfo.Path`, `moduleInfo.Name` + `Guid`, or `moduleInfo.ModuleBase`), or build the `HashSet` with an explicit comparer that matches how `PSModuleInfo` should be identified here.",src/System.Management.Automation/engine/CommandCompletion/CompletionCompleters.cs,right,GPT-5.2,496,500,Code Defect,Repo Level,0
C#,https://github.com/PowerShell/PowerShell/pull/25780,ce76ae1def6d5b00fff0d855ec01575121268ef3,ea07b93a40f64274505e3a070c1fd91684ff2959,44,Bug Fix,False,Inconsistent formatting of multi-line method call; closing parenthesis and type cast should remain on the same line as the 'context' parameter rather than being placed on a new line.,src/System.Management.Automation/engine/remoting/common/RunspaceConnectionInfo.cs,right,,2214,2215,Maintainability and Readability,File Level,0
C,https://github.com/libsdl-org/SDL/pull/12964,71303b41bf89c4bb68dbe1bed12fd2ee1dc0dd41,15267271865f73c996719238425f1604fc2fa205,48,New Feature Additions,True,"Inconsistent indentation. This line has an extra leading space compared to the line above. It should align with the other continuation lines.

```suggestion
               device->product_id == USB_PRODUCT_8BITDO_SF30_Pro  || device->product_id == USB_PRODUCT_8BITDO_Pro_2 ||
               device->product_id == USB_PRODUCT_8BITDO_Pro_2_BT) {
```",src/joystick/hidapi/SDL_hidapi_8bitdo.c,right,Claude-Code/Claude-4.5-Sonnet,3147,3147,Maintainability and Readability,Diff Level,0
